key,title,year,journal,authors,abstract,doi,keywords
398100040,"Seaweed valorization as anaerobic co-substrate with fat, oil, and grease: Biomethane potential and microbial dynamics",2025,Bioresource Technology,"Faisal, Shah and Almutairi, Adel W. and Saif, Irfan and Ting, Li and Wang, Qingyuan and Mustafa, Ahmad and Ebaid, Reham","The present study explored the anaerobic co-digestion (AcD) of seaweed Gracilaria vermiculophylla with fat, oil, and grease (FOG) at 75, 50, and 25Â % w/w of volatile solids (VS). Mono-digestion of FOG and SW led to a methane production of 133 and 109Â mL/(g.d) with 40Â days lag-phase, lower than 235Â mL/(g.d) of AcD at FOG-50:SW-50 with reduced lag-phase of 20Â days. The palmitic and oleic acid reduction was 95Â % in the reactors FOG-50:SW-50, followed by FOG-25:SW-75, which was 84Â %, as compared to FOG mono-digestion (47Â %). Relative abundance of Firmicutes, Chloroflexi, and Bacteroidetes were enriched during AcD. The relative abundance of Methanosaeta was enhanced (40â€“90Â %) in FOG-50:SW-50 compared with FOG-100:SW-0 as the reduction in Methanosaeta was replaced by Methanoculleus (30Â %) and RuMen-M2 (10Â %). The present study offers essential perspectives for the AcD of FOG with SW, showcasing the benefits of SW as a co-substrate for improved methane recovery from FOG.",https://doi.org/10.1016/j.biortech.2025.132155,Anaerobic co-digestion;;Long chain fatty acids;Methane;Microbial community
398100041,Thermophilic anaerobic conversion of raw microalgae: Microbial community diversity in high solids retention systems,2019,Algal Research,"Zamorano-LÃ³pez, N. and Greses, S. and Aguado, D. and Seco, A. and BorrÃ¡s, L.","The potential of microbial communities for efficient anaerobic conversion of raw microalgae was evaluated in this work. A long-term operated thermophilic digester was fed with three different Organic Loading Rates (OLR) (0.2, 0.3 and 0.4â€¯gÂ·Lâˆ’1Â·dâˆ’1) reaching 32â€“41% biodegradability values. The microbial community analysis revealed a remarkable presence of microorganisms that exhibit high hydrolytic capabilities such as Thermotogae (~44.5%), Firmicutes (~17.6%) and Dictyoglomi, Aminicenantes, Atribacteria and Planctomycetes (below ~5.5%) phyla. The suggested metabolic role of these phyla highlights the importance of protein hydrolysis and fermentation when only degrading microalgae. The ecological analysis of the reactor suggests the implication of the novel group EM3 in fermentation and beta-oxidation pathways during microalgae conversion into methane. Scenedesmus spp. substrate and free ammonia concentration strongly shaped thermophilic reactor microbial structure. Partial Least Square Discriminant Analysis (PLS-DA) remarked the resilient role of minor groups related to Thermogutta, Armatimonadetes and Ruminococcaceae against a potential inhibitor like free ammonia. Towards low-cost biogas production from microalgae, this study reveals valuable information about thermophilic microorganisms that can strongly disrupt microalgae and remain in high solids retention anaerobic digesters.",https://doi.org/10.1016/j.algal.2019.101533,16S rRNA gene;Anaerobic digestion;Bioreactor;Microalgae;Microbial community;Renewable energy
398100042,Improving fermentative hydrogen and methane production from an algal bloom through hydrothermal/steam acid pretreatment,2019,International Journal of Hydrogen Energy,"Cheng, Jun and Yue, Liangchen and Ding, Lingkan and Li, Yu-You and Ye, Qing and Zhou, Junhu and Cen, Kefa and Lin, Richen","Algal blooms can be harvested as renewable biomass waste for gaseous biofuel production. However, the rigid cell structure of raw algae may hinder efficient microbial conversion for production of biohydrogen and biomethane. To improve the energy conversion efficiency, biomass from an algal bloom in Dianchi Lake was subjected to a hydrothermal/steam acid pretreatment prior to sequential dark hydrogen fermentation and anaerobic digestion. Results from X-ray diffraction and Fourier transform infrared spectroscopy suggest that hydrothermal acid pretreatment leads to stronger damage of the amorphous structure (including hemicellulose and amorphous cellulose) due to the acid pretreatment, as evidenced by the higher crystallinity index. Scanning electron microscopy analysis showed that smaller fragments (âˆ¼5Â mm) and wider cell gaps (âˆ¼1Â Î¼m) on algal cell surfaces occurred after pretreatment. In comparison to steam acid pretreatment, hydrothermal acid pretreatment resulted in a maximum energy conversion efficiency of 44.1% as well as production of 24.96Â mL H2/g total volatile solids (TVS) and 299.88Â mL CH4/g TVS.",https://doi.org/10.1016/j.ijhydene.2019.01.046,Dianchi lake algal bloom;Hydrogen;Methane;Hydrothermal pretreatment
398100044,Molecular and microbial insights towards understanding the anaerobic digestion of the wastewater from hydrothermal liquefaction of sewage sludge facilitated by granular activated carbon (GAC),2019,Environment International,"Usman, Muhammad and Hao, Shilai and Chen, Huihui and Ren, Shuang and Tsang, Daniel C.W. and O-Thong, Sompong and Luo, Gang and Zhang, Shicheng","Hydrothermal liquefaction of sewage sludge to produce bio-oil and hydro-char unavoidably results in the production of high-strength organic wastewater (HTLWW). However, anaerobic digestion (AD) of HTLWW generally has low conversion efficiency due to the presence of complex and refractory organics. The present study showed that granular activated carbon (GAC) promoted the AD of HTLWW in continuous experiments, resulting in the higher methane yield (259â€¯mL/g COD) compared to control experiment (202â€¯mL/g COD). It was found that GAC increased the activities of both aceticlastic and hydrogenotrophic methanogens. The molecular transformation of organics in HTLWW was further analyzed. It was shown GAC promoted the degradation of soluble microbial by-products, fulvic- and humic-like substances as revealed by 3-dimensional fluorescence excitation-emission matrix (3D-EEM) analysis. Gas chromatography mass spectrometry (GCâ€“MS) analysis showed that GAC resulted in the higher degradation of N-heterocyclic compounds, acids and aromatic compounds and less production of new organic species. Fourier transform ion cyclotron resonance mass spectrometry (FT-ICR-MS) analysis also showed that GAC promoted the degradation of nitrogenous organics. In addition, it was shown that GAC improved the removal of less oxidized, higher nitrogen content, and higher double bond equivalent (DBE) organic compounds. Microbial analysis showed that GAC not only increased the microbial concentration, but also enriched more syntrophic bacteria (e.g., Syntrophorhabdus and Synergistes), which were capable of degrading a wide range of different organics including nitrogenous and aromatic organics. Furthermore, profound effects on the methanogens and the enrichment of Methanothrix instead of Methanosarcina were observed. Overall, the present study revealed the molecular transformation and microbial mechanism in the AD of HTLWW with the presence of GAC.",https://doi.org/10.1016/j.envint.2019.105257,Wastewater treatment;Sludge hydrothermal liquefaction;Granular activated carbon;Anaerobic digestion;Molecular analysis;Microbial analysis
398100046,Comparison in dark hydrogen fermentation followed by photo hydrogen fermentation and methanogenesis between protein and carbohydrate compositions in Nannochloropsis oceanica biomass,2013,Bioresource Technology,"Xia, Ao and Cheng, Jun and Lin, Richen and Lu, Hongxiang and Zhou, Junhu and Cen, Kefa","The thermodynamic comparison in dark fermentation between amino acids and reducing sugars released from Nannochloropsis oceanica biomass are investigated for the first time. The total utilisation efficiencies of amino acids and reducing sugars are both about 95% in dark fermentation. But the consumption time of most amino acids is about 2 times as long as that of most reducing sugars in dark fermentation. A three-stage method comprising dark fermentation, photofermentation and methanogenesis is proposed to improve hydrogen and energy yields from N. oceanica biomass. Overall, the maximum hydrogen yield of 183.9ml/g-total volatile solids (TVS) and the methane yield of 161.3ml/g-TVS are achieved from N. oceanica biomass through the three-stage method. The total energy yield of hydrogen and methane from microalgae biomass through the three-stage method is 1.7 and 1.3 times higher than those through the two-stage (dark fermentation and methanogenesis) and single-stage (methanogenesis) methods, respectively.",https://doi.org/10.1016/j.biortech.2013.03.171,Microalgae;Fermentation;Methanogenesis;Amino acids;Reducing sugars
398100047,Genome-centric investigation of anaerobic digestion using sustainable second and third generation substrates,2021,Journal of Biotechnology,"Wirth, Roland and Pap, Bernadett and Dudits, DÃ©nes and Kakuk, BalÃ¡zs and Bagi, ZoltÃ¡n and Shetty, Prateek and KovÃ¡cs, KornÃ©l L. and MarÃ³ti, Gergely","Biogas production through co-digestion of second and third generation substrates is an environmentally sustainable approach. Green willow biomass, chicken manure waste and microalgae biomass substrates were combined in the anaerobic digestion experiments. Biochemical methane potential test showed that biogas yields of co-digestions were significantly higher compared to the yield when energy willow was the sole substrate. To scale up the experiment continuous stirred-tank reactors (CSRTs) are employed, digestion parameters are monitored. Furthermore, genome-centric metagenomics approach was employed to gain functional insight into the complex anaerobic decomposing process. This revealed the importance of Firmicutes, Actinobacteria, Proteobacteria and Bacteroidetes phyla as major bacterial participants, while Methanomicrobia and Methanobacteria represented the archaeal constituents of the communities. The bacterial phyla were shown to perform the carbohydrate hydrolysis. Among the representatives of long-chain carbohydrate hydrolysing microbes Bin_61: Clostridia is newly identified metagenome assembled genome (MAG) and Bin_13: DTU010 sp900018335 is common and abundant in all CSTRs. Methanogenesis was linked to the slow-growing members of the community, where hydrogenotrophic methanogen species Methanoculleus (Bin_10) and Methanobacterium (Bin_4) predominate. A sensitive balance between H2 producers and consumers was shown to be critical for stable biomethane production and efficient waste biodegradation.",https://doi.org/10.1016/j.jbiotec.2021.08.002,Willow shrub;Co-Digestion;Microalgal biomass;Metagenomics;Biogas;Waste biomasses
398100058,Unraveling the dual role in enhancing methane production and mitigating antibiotic resistance gene spread in anaerobic co-digestion of microalgae and waste activated sludge,2025,Journal of Hazardous Materials,"Feng, Wenyi and Ye, Yuhang and Xiang, Yinping and Peng, Shudian and He, Siying and Peng, Haihao and Zhang, Zhenfeng and Yang, Zhaohui and Xiong, Weiping","Waste activated sludge (WAS) is a double-edged sword â€“ a recognized repository for antibiotic resistance genes (ARGs) but also a renewable substrate for methane production. Developing effective WAS treatment strategies is therefore of both ecological and practical importance. In this study, we proposed an anaerobic co-digestion approach of WAS and microalgae Chlorella sp. at a 1:2 ratio (MAcoD-1:2). Results showed that MAcoD-1:2 notably increased cumulative methane production by 52.7â€¯%. Co-digestion also demonstrated a significant increase in the abundance of hydrolyzing acidifying bacteria Candidatus_Promineofilum (12.25â€¯%) and methanogenic archaea Methanothrix (61.2â€¯%). This microbial shift suggested that cosubstrates availability fostered a stable bacterial community structure and synergistic metabolic interactions, thus enhancing methane production. Metagenomic analysis revealed a significant reduction in both ARGs and mobile genetic elements in MAcoD-1:2. Notably, substrate level regulation was found to drive restructuring of microbial communities and metabolic patterns. Investigation showed that the Embden-Meyerhof-Parnas pathways were significantly inhibited while the pentose phosphate pathway was promoted, which constrained the cellular energy budget available for ARG horizontal transfer. Partial least squares path modelling (PLS-PM) further substantiated these findings, revealing methane metabolism negatively affected ARGs (-4.52), whereas confirming its positive correlation with methane production (0.22). Our findings provided distinctive perspectives on WAS resource utilization and novel technologies to inhibit the spread of ARGs.",https://doi.org/10.1016/j.jhazmat.2025.138606,Anaerobic co-digestion;Waste activated sludge;Microalgae;Resource recovery;Antibiotic resistance gene
398100063,Hydrochar promoted anaerobic digestion of hydrothermal liquefaction wastewater: Focusing on the organic degradation and microbial community,2020,Chemical Engineering Journal,"Usman, Muhammad and Shi, Zhijian and Ren, Shuang and Ngo, Huu Hao and Luo, Gang and Zhang, Shicheng","Hydrothermal liquefaction wastewater (HTLWW) can be used for biogas production through anaerobic digestion (AD). Nevertheless, it generally contains refractory and toxic organics which causes low methane production. The present study showed that the methane yield and methane production rate were increased by 32â€“52 % and by 51â€“84 %, respectively, with the addition of hydrochars derived from different feedstocks including sludge, corn straw, poplar wood and Enteromorpha algae. Although hydrochars could adsorb certain amount of organics, the adsorption capacity was not related with the promotion of AD. The adsorbed organics could be neglected after AD due to the biodegradation. 3-dimensional fluorescence excitation emission matrix analysis revealed that hydrochars increased the degradation of all types of fluorescent compounds. Fourier-transform infrared spectroscopy analysis showed hydrochars significantly reduced the concentrations of aromatic, amino acids, amide I and amide II functional groups compounds in HTLWW during AD. Hydrochars also led to higher degradation of nitrogenous, aromatic and phenolic compounds as revealed by gas chromatography mass spectrometry analysis. In addition, it was shown that hydrochars resulted in low number of organic species whose concentration increased during partly degradation. Microbial analysis showed hydrochars enhanced the growth of syntrophic bacteria (e.g. Syntrophomonas and Syntrophorhabdus) which had ability to degrade an extensive range of various types of organics including aromatic and phenolic organics. Hydrochars also facilitated direct interspecies electron transfer considering the enrichment of known microbes involved in direct interspecies electron transfer (DIET) process including Geobacter and certain methanogens (Methanosaeta and Methanobacterium).",https://doi.org/10.1016/j.cej.2020.125766,Hydrothermal liquefaction wastewater;Hydrochar;Anaerobic digestion;Organic degradation;Microbial community
398100064,Biological enhancement mechanisms in the anaerobic co-digestion system of activated sludge and weathered coal,2026,Biomass and Bioenergy,"Guan, Yongxin and Guo, Hongyu and Xu, Shuaishuai and Fan, Qinming and Wang, Haichao and Jian, Kuo and Chen, Zhaoying and Zhou, Dao","To address the dual challenges of activated sludge (AS) disposal from water treatment and weathered coal (WC) valorization, this study innovatively proposed anaerobic co-digestion of AS and WC to enhanced methane production. Comparative experiments showed that a substrate ratio of 1:4 (WC:AS) achieved the highest cumulative methane yield, increasing it by 20.22Â Â±Â 4.99Â % (15.9Â Â±Â 3.92Â mL). WC biodegradation involved loss of oxygen-containing functional groups and partial cleavage of aromatic structures, with carbon and oxygen mainly present as C-C/C-H and C-O, and notable increases in C-O and C=O bonds. Furthermore, dissolved organic matter derived from substrates, including tryptophan-like substances and soluble microbial degradation products was effectively degraded and utilized. Microbial community analysis revealed increased diversity, showing a notable increase in the abundance of microorganisms with high degradative potential, such as unclassified_Bacteroidota, alongside acetoclastic methanogens such as Methanothrix. Methane was mainly produced via acetoclastic and hydrogenotrophic pathways, with co-digestion increasing the acetoclastic contribution to 54.84Â % (13.47Â % higher than WC, 31.73Â % higher than 40AS). These findings provide a mechanistic basis for transforming water treatment residues and coal waste into clean energy, offering a promising approach for the clean and efficient valorization of waste resources.",https://doi.org/10.1016/j.biombioe.2025.108605,Weathered coal;Activated sludge;Anaerobic co-digestion;Dissolved organic matter;Microbial community structure;Elemental cycling
398100067,Expanded granular sludge blanket reactor treatment of food waste at ambient temperature: Analysis of nitrogen compositions and microbial community structure,2019,Bioresource Technology,"Zhao, Lijian and Su, Chengyuan and Chen, Shuxin and Ye, Ziyu and Wei, Xinyuan and Yao, Ting and Li, Guo and Wang, Pengfei","The influent and effluent nitrogen compositions of an expanded granular sludge blanket (EGSB) reactor employed for treating food waste (FW) operated under ambient temperature was evaluated. Additionally, dynamic changes in the bacterial community structures and its metabolic functions were investigated. Results show that the EGSB reactor had a good effect on FW disposal and well resistance to variations in the organic loading rate. Furthermore, the COD concentration in the influent increased to about 10,000â€¯mg/L and the COD removal rate stabilized at about 95%. The dissolved ammonia nitrogen (d-ammonia) content was the largest, accounting for approximately 70â€“80% of the dissolved nitrogen in the effluent. The amount of particulate organic nitrogen (PON) decreased by about 25%â€“33%. Amino acid, carbohydrate and lipid metabolism decreased at high organic loading rate (OLR). Meanwhile, the abundance of Methanothrix increased from 30.82% to 70.25%, whereas Methanobacterium decreased from 66.14% to 14.49%.",https://doi.org/10.1016/j.biortech.2019.122134,Food waste;Expanded granular sludge blanket reactor;Nitrogen compositions;Microbial community structure;PICRUSt
398100070,UASB performance in presence of algae and synthetic media,1997,Water Science and Technology,"Park, Jae Eun and Kim, Jong O. and Lee, Woo Bum and Leek, Sung Taik and Lee, Jung Jun","An upflow anaerobic sludge blanket (UASB) technology has showed an excellent performance compared to other biological treatment methods when a high organic loading rate of domestic and industrial wastewaters was applied. The objective of this study was to investigate the effect algae from lake-sediments and synthetic activated ceramic as media on UASB performance. The algae and synthetic media were introduced to the UASB reactor in order to obtain the enhanced granulation, which resulted in the increase in the UASB performance. 1â€“3% higher methane content and 3â€“10% higher COD removal efficiency were obtained in the reactors with the media than in the reactor without the media. The respective gas production rates in reactors 1,2, and 3 were 0.15â€“0.36 m3/kg COD-day, 0.24â€“0.54 m3/kg COD-day, and 0.24â€“0.56 m3/kg COD-day. As organic loading rate increased, gas production rates increased.",https://doi.org/10.1016/S0273-1223(97)00742-7,Algae;synthetic media;granulation;UASB
398100075,Integrating solar photovoltaic capacitor into algal-bacterial photo-bioelectrochemical system towards all-weather synchronous enhanced antibiotic and nitrogen removal from wastewater,2020,Journal of Cleaner Production,"Li, Nan and Zhang, Xubin and Zhao, Mengmeng and Zhang, Yaping and Yuan, Yong and Lu, Xingwen and Zhang, Hongguo and Sun, Jian","Algal-bacterial photo-bioelectrochemical system (ABPBS) operated with daily light/dark cycle provides a novel approach for sustainable treatment of wastewater through the uses of solar energy and bioenergy. However, it can not be effectively driven when the photosynthetic oxygen supply by algae at the cathode stops at night. In this study, a solar photovoltaic capacitor discharging was integrated into the ABPBS to achieve all-weather synchronous enhanced antibiotic and nitrogen removal from wastewater. The results showed that 3.3Â F, 10Â F and 100Â F capacitor discharge increased the degradation rate of florfenicol (FLO) by 44%, 89%, and 582% at the anode, the removal rate of ammonia nitrogen by 20.4%, 39.8%, and 55.6%, the accumulated nitrate was decreased by 70.0%, 86.5%, and 93.3%, and the accumulated nitrite was decreased by 48.6%, 45.7%, and 87.1% at the biocathode, respectively. There was a significant positive correlation between the capacity of the capacitor and its ability to promote FLO degradation and nitrogen removal. The capacitor discharge promoted the photosynthetic oxygen release and biocatalytic oxygen reduction, and stimulated the growth of functional bacteria capable of degrading complex organics through extracellular electron transfer in the anode and diverse nitrogen removal bacteria in the cathode, but there were structural differences of functional bacteria groups induced by the different capacities of capacitor discharges.",https://doi.org/10.1016/j.jclepro.2020.122661,Solar photovoltaic capacitor;Algal-bacterial photo-bioelectrochemical system;Daily light/dark cycle;Florfenicol degradation;Nitrogen removal
398100076,Insight into the effect of rice-straw ash on enhancing the anaerobic digestion performance of high salinity organic wastewater,2023,Chemosphere,"Qu, Yunhe and Guan, Qiuyue and Du, Yang and Shi, Wansheng and Zhao, Mingxing and Huang, Zhenxing and Ruan, Wenquan","Anaerobic digestion is an economic method for treating high salinity organic wastewater (HSOW), but performance enhancement is needed because of the inhibitory effect of high salinity. In this study, rice-straw ash (RSA) was applied to alleviate the inhibitory effect during HSOW anaerobic digestion. The results showed that, when the NaCl content increased from 0% to 3.0%, the methane production decreased by 87.35%, and the TOC removal rate decreased to 34.12%. As a K+ and alkalinity source, RSA addition enhanced the anaerobic digestion performance, and the optimal dosage was 0.88Â g/L. Under this dosage, the methane production increased by 221.60%, and TOC removal rate reached 66.42% at 3.0% salinity. The addition of RSA increased the proportion of living cells in the high salinity environment, and enhanced the activity of key enzymes and electron transfer efficiency in the anaerobic digestion process. The addition of RSA with a dosage of 0.88Â g/L promoted the accumulation of acetoclastic methanogen Methanothrix. The abundance of substrate transporters, ion transporters and electron transfer related functional genes were enriched, which might be key for promoting HSOW anaerobic digestion performance. The results also showed that RSA addition played an important role in maintaining the stability of the anaerobic digestion system, and it could be a potential strategy for enhancing the anaerobic digestion performance under high salinity conditions.",https://doi.org/10.1016/j.chemosphere.2023.139920,High salinity organic wastewater;Anaerobic digestion;Rice-straw ash;Biogas production
398100081,Promoting anaerobic digestion by algae-based hydrochars in a continuous reactor,2020,Bioresource Technology,"Wang, Fengbo and Wang, Jing and Li, Zelong and Zan, Shuaijun and Du, Miaomiao","The microalgae and macroalgae-based hydrochars produced by hydrothermal carbonization were mainly used as biofuels, however, their application in anaerobic digestion (AD) was little known. This study investigated the effects of microalgae Chlorella-based hydrochar (HC-C) and macroalgae Laminaria-based hydrochar (HC-L) on a continuous AD reactor under different organic loading rates (OLR). The AD process stability of hydrochars supplemented reactors were performed well under the increase of OLR from 2.6 to 6.5Â g COD/L/d, and HC-C and HC-L addition could significantly enhance the daily methane yield by 36.0% and 31.4%, respectively. Interestingly, the possible mechanisms of HC-C and HC-L on the enhanced AD were similar, namely increasing sludge granulation, promoting the Methanothrix relative abundance and key enzyme activities, and further facilitating potential direct interspecies electron transfer between methanogens and organic-degrading bacteria. This study provided an implication on the potential application of algae-based hydrochars in wastewater treatment and energy recovery.",https://doi.org/10.1016/j.biortech.2020.124201,Microalgae;Macroalgae;Hydrochar;Anaerobic digestion;Organic loading rate
398100083,Detoxification of water hyacinth hydrolysate mediated by exopolysaccharide-based hydrogel enhances hydrogen and methane production,2024,Bioresource Technology,"Velmurugan, Rajendran and {Kumar Chandel}, Anuj and Incharoensakdi, Aran","In this study, the exopolysaccharide from cyanobacteria was used for detoxification of acid hydrolysate of water hyacinth biomass. Exopolysaccharide-hydrogel showed phenolics and furans removal of 86Â % and 97Â %, respectively, with sugar recovery of 98.3Â %. The fermentation of detoxified acid hydrolysate was integrated with that of pretreated biomass subjected to enzymatic saccharification derived from commercial cellulose (ESF) or from microbe (MSF). The maximum hydrogen production of 69.2Â mL/g-VS was obtained in MSF, which is 1.2- and 1.6-fold higher than ESF and undetoxified acid hydrolysate, respectively. Additionally, the methane production of 12.6Â mL/g-VS by mixed methanogenic consortia was obtained using the spent liquor containing volatile fatty acids. This enhanced hydrogen and methane production in subsequent microbial processes is mainly attributed to the selective removal of inhibitors in combination with an integrated carbohydrate utilization.",https://doi.org/10.1016/j.biortech.2024.130516,Detoxification;Exopolysaccharide;Hydrogel;Hydrogen;Methane
